train_size,train_mean,train_std,val_mean,val_std
39,1.0,0.0,0.4521561771561772,0.0238141152201898
78,1.0,0.0,0.6167249417249417,0.02104520446176976
117,1.0,0.0,0.7318764568764569,0.040847906150843015
156,1.0,0.0,0.7854312354312354,0.028816648044577942
195,1.0,0.0,0.8620629370629371,0.018864114331877315
