train_size,train_mean,train_std,val_mean,val_std
39,0.013831815485133563,0.001287617985505919,0.007751141552511416,4.6135295483189225e-05
78,1.0,0.0,0.41032017329076154,0.07342257362260157
117,1.0,0.0,0.4886547409418926,0.027412818352539087
156,1.0,0.0,0.6699899106741212,0.0303427994096347
195,1.0,0.0,0.8003885297708827,0.08316015102925634
