train_size,train_mean,train_std,val_mean,val_std
39,1.0,0.0,0.2661524032868763,0.022051828037158085
78,1.0,0.0,0.4657564790730425,0.056714329812903995
117,1.0,0.0,0.5764662000851932,0.026941885922599357
156,1.0,0.0,0.6857211288023981,0.05992260806994215
195,1.0,0.0,0.765860751993105,0.08395208360792157
