feature,importance_mean,importance_std
hog_mean_61,0.0008079523551559766,0.0
gray_trend,0.0008075412731900299,0.0
hog_mean_117,0.0008027261885385927,0.0
motion_trend,0.0007885892328004282,0.0
hog_std_109,0.0007876942616138503,0.0
hog_mean_113,0.0007873625554522541,0.0
hog_mean_116,0.0007849495155632465,0.0
hog_mean_68,0.0007820782389870863,0.0
hog_mean_110,0.0007798835253652987,0.0
hog_std_79,0.0007795237385268653,0.0
hog_std_10,0.00076843305586533,0.0
hog_std_115,0.000762532523747159,0.0
hog_std_124,0.0007612746200556869,0.0
hog_std_121,0.0007608331749470718,0.0
hog_std_38,0.0007561022426205198,0.0
hog_std_113,0.0007461301859826813,0.0
hog_std_119,0.0007458808723963788,0.0
hog_mean_60,0.0007434373288695846,0.0
hog_std_30,0.0007393153952062545,0.0
hog_std_78,0.0007218027623856255,0.0
motion_slope,0.0007207655359298146,0.0
gray_std_std,0.000709094781631908,0.0
hog_std_107,0.0007016378634851347,0.0
hog_std_69,0.0006943119465777573,0.0
hog_mean_125,0.0006797331472582846,0.0
hog_std_120,0.0006767317233043182,0.0
hog_mean_55,0.0006719044595023785,0.0
hog_mean_86,0.0006577568682914881,0.0
hog_std_34,0.0006538675583082991,0.0
hog_std_122,0.0006535834685808387,0.0
hog_std_86,0.000649230982223753,0.0
hog_mean_112,0.0006392480716928617,0.0
gray_mean_std,0.0006261084070726309,0.0
hog_std_31,0.0006251541015945748,0.0
hog_mean_108,0.0006229991213368811,0.0
hog_std_111,0.0005959197697604192,0.0
hog_std_27,0.0005727369212384195,0.0
hog_std_74,0.0005680762583708696,0.0
hog_mean_114,0.0005676966321255857,0.0
hog_std_24,0.0005596617412111543,0.0
hog_mean_56,0.0005596088421312473,0.0
hog_std_28,0.0005423432406107852,0.0
hog_std_75,0.0005401640568135256,0.0
hog_std_23,0.0005400922432503235,0.0
hog_std_99,0.0005369924344904201,0.0
hog_std_32,0.0005289860125200119,0.0
hog_std_84,0.0005237470961070152,0.0
gray_slope,0.0005229256607495087,0.0
hog_std_29,0.0005182296448381148,0.0
hog_std_33,0.0005140517802718436,0.0
hog_std_18,0.000508598673855083,0.0
hog_std_73,0.0005034837949713912,0.0
