feature,importance_mean,importance_std
left_hand_presence_ratio,0.027890830352921725,0.0
pose_spread_std,0.027347733926582834,0.0
hog_mean_41,0.026044564706731287,0.0
hog_mean_45,0.026029884144510095,0.0
hog_mean_132,0.025437735441853144,0.0
hog_mean_46,0.025230574363622863,0.0
hog_mean_10,0.024944965163060006,0.0
hog_mean_42,0.024768897351125023,0.0
hog_mean_47,0.024506645047695518,0.0
hog_mean_39,0.023439927474459932,0.0
hog_mean_140,0.023414089527897954,0.0
hog_mean_141,0.023088758961282013,0.0
right_hand_presence_ratio,0.022619949023304976,0.0
pose_motion_mean,0.02234482225748045,0.0
hog_mean_130,0.022319049150026284,0.0
hog_std_140,0.02197724223805151,0.0
hog_mean_139,0.02159132813735072,0.0
hog_mean_129,0.020898167323127204,0.0
hog_mean_48,0.020359600580081443,0.0
width,1.3607171901486952e-11,0.0
